price,minimum_nights,host_id,neighbourhood_group,room_type,number_of_reviews,reviews_per_month,availability_365,longitude,latitude
50,7,25052740,Brooklyn,Private room,10,0.25,243,-73.9434,40.69488
85,1,59007500,Manhattan,Private room,4,0.11,0,-73.97995,40.72814
28,1,59018284,Brooklyn,Private room,5,0.12,0,-73.93497,40.69062
60,5,7055854,Manhattan,Private room,39,1.2,271,-73.94399,40.80296
165,6,59032240,Manhattan,Entire home/apt,4,0.19,13,-73.99744,40.74322
145,1,4726696,Manhattan,Entire home/apt,1,0.02,0,-73.96811,40.79589
250,1,59095370,Manhattan,Entire home/apt,1,0.02,0,-74.00336,40.73313
69,5,6761373,Brooklyn,Entire home/apt,1,0.34,0,-73.95896,40.64495
140,3,59105771,Manhattan,Entire home/apt,5,0.13,8,-73.92626,40.86083
250,1,344035,Brooklyn,Private room,25,0.63,0,-73.96979,40.67771
60,1,5577926,Queens,Private room,72,1.82,0,-73.9125,40.76821
65,2,20527254,Brooklyn,Private room,9,0.25,0,-73.94719,40.70821
29,1,51025844,Manhattan,Shared room,93,2.28,90,-73.92718,40.86761
65,2,47625541,Manhattan,Private room,4,0.1,1,-73.97999,40.72152
130,1,59215698,Manhattan,Entire home/apt,21,0.56,53,-73.95205,40.76796
50,2,17824959,Brooklyn,Private room,1,0.03,0,-73.92585,40.69585
160,7,1525033,Brooklyn,Entire home/apt,4,0.1,0,-73.95017,40.71055
39,1,59070885,Manhattan,Private room,5,0.12,0,-73.95224,40.76658
145,1,3417090,Manhattan,Entire home/apt,125,3.63,0,-73.9841,40.7328
195,4,404629,Brooklyn,Entire home/apt,122,3.01,236,-73.95556,40.68079
79,1,13125944,Manhattan,Private room,2,0.05,0,-73.98854,40.7651
35,3,47515751,Manhattan,Private room,10,0.24,31,-73.92552,40.86679
325,2,35095754,Manhattan,Private room,130,3.3,139,-73.9906,40.72048
40,4,5650826,Manhattan,Private room,2,0.05,0,-73.94429,40.78626
43,2,59345189,Manhattan,Private room,55,1.98,0,-73.92162,40.86313
225,1,58179165,Brooklyn,Entire home/apt,6,0.28,89,-73.96728,40.71175
175,3,10990986,Manhattan,Entire home/apt,3,0.08,0,-73.97174,40.79153
94,1,5368671,Brooklyn,Entire home/apt,39,0.98,4,-73.99259,40.68963
200,3,29658310,Manhattan,Entire home/apt,1,0.03,0,-73.99838,40.73469
95,2,26024758,Manhattan,Entire home/apt,74,1.85,92,-73.93575,40.81357
65,5,49621731,Manhattan,Shared room,19,0.67,89,-73.99729,40.71987
349,2,7194539,Brooklyn,Entire home/apt,42,1.07,337,-73.9565,40.717
41,1,6369681,Brooklyn,Private room,4,0.1,0,-73.95884,40.7106
200,3,59499901,Manhattan,Entire home/apt,1,0.03,0,-73.98961,40.76189
85,2,42389158,Brooklyn,Entire home/apt,168,4.22,246,-73.9522,40.64181
150,2,59509831,Brooklyn,Private room,3,0.08,35,-73.96217,40.68073
65,1,1565924,Manhattan,Private room,1,0.03,0,-73.94613,40.79191
110,1,59529529,Manhattan,Private room,161,4.42,165,-73.99403,40.76179
80,3,6669178,Manhattan,Private room,69,1.7,3,-73.94164,40.81696
45,3,12797993,Brooklyn,Private room,6,0.15,0,-73.90998,40.69783
83,4,59595517,Brooklyn,Entire home/apt,106,2.64,201,-73.93497,40.68164
40,2,55618434,Bronx,Private room,83,2.08,276,-73.86506,40.85324
79,3,22577148,Brooklyn,Private room,37,0.94,358,-73.9345,40.69627
177,3,9777215,Manhattan,Entire home/apt,90,2.59,175,-73.94273,40.81312
190,1,4275336,Manhattan,Entire home/apt,2,0.05,0,-73.98811,40.77271
240,2,7605261,Manhattan,Entire home/apt,5,0.13,0,-73.94756,40.79766
150,2,58110428,Manhattan,Entire home/apt,10,0.25,0,-73.9532,40.7695
110,1,16969920,Manhattan,Entire home/apt,3,0.09,0,-73.96147,40.81633
120,2,4161553,Brooklyn,Entire home/apt,5,0.13,0,-73.98894,40.6848
176,3,5120972,Brooklyn,Entire home/apt,122,3.63,54,-73.95323,40.72555
199,4,49021868,Manhattan,Entire home/apt,9,0.22,0,-73.989,40.7213
60,2,59756933,Brooklyn,Private room,1,0.02,0,-73.9148,40.70223
140,4,9585945,Manhattan,Entire home/apt,7,0.2,128,-73.94249,40.80761
55,1,4218873,Brooklyn,Private room,1,0.3,0,-73.98985,40.66216
200,2,23590752,Manhattan,Entire home/apt,7,3.68,36,-73.98277,40.72201
100,2,59849677,Manhattan,Private room,77,1.9,235,-73.94442,40.79736
112,1,9290968,Queens,Entire home/apt,2,0.07,0,-73.92648,40.77349
75,5,18873268,Brooklyn,Private room,3,0.08,0,-73.95026,40.69586
45,1,59916586,Brooklyn,Private room,1,0.03,0,-73.94939,40.70723
160,2,59922151,Brooklyn,Entire home/apt,205,5.08,6,-73.99526,40.6885
100,2,6705983,Queens,Entire home/apt,6,0.17,0,-73.89015,40.75179
175,1,20868549,Manhattan,Entire home/apt,2,0.05,0,-73.98771,40.72793
60,3,59913399,Brooklyn,Private room,8,0.36,3,-73.96076,40.71016
65,2,45404393,Queens,Private room,17,0.44,314,-73.88349,40.75106
159,2,1746436,Manhattan,Entire home/apt,47,1.16,361,-74.00238,40.73682
118,2,51276298,Queens,Entire home/apt,153,3.77,337,-73.91692,40.70679
120,3,59996301,Queens,Entire home/apt,88,2.25,303,-73.90684,40.7416
91,2,7505413,Manhattan,Private room,42,1.1,80,-73.98489,40.71523
125,5,1449155,Brooklyn,Entire home/apt,1,0.03,0,-73.99495,40.68285
55,1,60059749,Brooklyn,Private room,21,0.53,0,-73.95551,40.67283
175,3,3395433,Manhattan,Entire home/apt,6,1.91,0,-73.98386,40.73117
40,3,30545042,Brooklyn,Private room,1,0.02,0,-73.98404,40.67937
90,2,25194025,Queens,Entire home/apt,101,2.91,266,-73.9148,40.75579
50,1,354385,Brooklyn,Private room,2,0.07,0,-73.95644,40.71004
60,3,9896078,Brooklyn,Private room,1,0.03,0,-73.9569,40.71745
200,2,60112093,Manhattan,Private room,12,0.52,0,-73.98172,40.74308
228,1,6501137,Manhattan,Entire home/apt,10,0.25,0,-74.00807,40.73982
250,4,24405972,Manhattan,Entire home/apt,3,0.08,0,-73.98228,40.77661
40,1,60145132,Queens,Private room,1,0.03,88,-73.80178,40.69462
130,5,31500454,Manhattan,Entire home/apt,1,0.02,0,-73.96507,40.8042
140,2,2266717,Brooklyn,Entire home/apt,43,1.06,0,-73.94786,40.72306
130,1,17038671,Manhattan,Private room,74,1.86,243,-74.00459,40.73133
50,4,12531773,Manhattan,Private room,64,3.31,162,-73.95508,40.82195
75,4,22169347,Brooklyn,Entire home/apt,6,0.16,0,-73.95578,40.6758
250,1,16245414,Brooklyn,Entire home/apt,6,0.15,0,-73.92378,40.69322
112,2,60244293,Brooklyn,Entire home/apt,168,4.11,291,-73.92849,40.68647
79,2,16589150,Manhattan,Private room,14,0.34,0,-73.99031,40.72526
110,3,20175896,Manhattan,Private room,26,0.64,0,-73.98369,40.72132
690,1,60266817,Brooklyn,Entire home/apt,91,2.28,169,-73.95654,40.71213
169,3,60278793,Manhattan,Entire home/apt,96,2.51,39,-73.94913,40.81575
60,3,12981247,Brooklyn,Private room,1,0.03,0,-73.93783,40.67677
70,2,16919101,Brooklyn,Private room,28,1.12,0,-73.95508,40.72474
150,2,60281397,Manhattan,Private room,21,0.53,333,-73.96856,40.79576
160,4,48870027,Manhattan,Entire home/apt,19,0.48,343,-73.98072,40.72697
50,1,60346942,Brooklyn,Private room,210,5.17,189,-73.943,40.69165
120,4,15145474,Queens,Entire home/apt,70,1.76,51,-73.84558,40.68165
140,3,1524765,Brooklyn,Entire home/apt,4,0.11,0,-73.96174,40.68701
619,5,60401178,Brooklyn,Entire home/apt,9,0.23,54,-73.99238,40.67884
600,5,60409176,Manhattan,Entire home/apt,28,0.71,338,-73.99005,40.73994
75,1,60294559,Manhattan,Shared room,2,0.1,0,-73.97215,40.75321
54,2,60446325,Brooklyn,Private room,30,1.17,333,-73.96403,40.69483
140,2,10174622,Manhattan,Entire home/apt,44,1.1,110,-73.99473,40.72225
87,1,27378293,Manhattan,Private room,2,0.23,332,-73.94889,40.8285
131,3,4964682,Manhattan,Entire home/apt,43,1.18,317,-73.90855,40.87665
450,5,8536366,Manhattan,Entire home/apt,9,0.33,329,-73.96728,40.80792
175,2,24743701,Brooklyn,Entire home/apt,123,3.32,67,-73.95604,40.65976
100,1,60500336,Manhattan,Entire home/apt,1,0.03,0,-73.97802,40.74573
280,2,60516459,Manhattan,Private room,60,1.47,317,-73.98284,40.77156
1100,2,60535711,Manhattan,Entire home/apt,20,0.53,268,-73.9741,40.7604
87,4,15145474,Queens,Entire home/apt,86,2.13,58,-73.84765,40.68084
165,3,60542135,Manhattan,Entire home/apt,60,1.49,278,-73.94705,40.80187
170,1,831572,Brooklyn,Entire home/apt,12,0.3,0,-73.97449,40.69277
84,1,6502531,Manhattan,Private room,13,0.36,23,-73.99473,40.74549
375,7,60596749,Manhattan,Entire home/apt,5,0.14,0,-73.96713,40.80752
135,2,60615372,Manhattan,Entire home/apt,31,0.83,0,-73.94725,40.78222
125,1,923791,Brooklyn,Private room,7,0.17,0,-73.98538,40.66397
79,1,60639864,Brooklyn,Private room,16,0.41,0,-73.95169,40.68962
165,2,23901404,Manhattan,Entire home/apt,90,2.58,35,-73.94811,40.82334
45,1,17752872,Manhattan,Private room,2,0.05,0,-73.94531,40.83038
40,2,47105925,Brooklyn,Private room,2,0.05,0,-73.94266,40.6718
60,3,50462669,Manhattan,Private room,2,0.05,0,-73.97404,40.7939
250,3,60688035,Manhattan,Private room,167,4.42,198,-73.97361,40.75921
199,3,19249692,Manhattan,Entire home/apt,92,2.28,48,-73.98949,40.71659
44,6,21937063,Manhattan,Private room,14,0.35,335,-73.93469,40.79712
200,5,576387,Manhattan,Entire home/apt,5,0.12,0,-73.99669,40.7219
90,3,21960625,Queens,Entire home/apt,1,0.02,0,-73.82138,40.75485
120,5,149430,Manhattan,Entire home/apt,35,1.27,303,-73.94542,40.78687
100,4,14406362,Brooklyn,Entire home/apt,2,0.09,0,-74.02989,40.62637
100,1,740029,Brooklyn,Entire home/apt,1,0.02,0,-73.9647,40.70997
200,4,60817772,Brooklyn,Entire home/apt,1,0.03,0,-73.9939,40.66052
89,5,420399,Manhattan,Private room,16,0.4,80,-73.9566,40.76973
75,1,60821050,Brooklyn,Private room,1,0.03,0,-73.95677,40.72005
90,1,11670284,Manhattan,Private room,38,0.95,361,-73.95145,40.76991
190,2,7539044,Manhattan,Private room,53,1.42,38,-74.00314,40.72705
150,2,52203920,Manhattan,Entire home/apt,119,2.95,300,-73.94067,40.8348
65,1,35664937,Manhattan,Private room,14,0.35,0,-73.98906,40.71713
70,1,60915621,Manhattan,Shared room,88,5.44,55,-73.99209,40.71556
55,3,8167445,Brooklyn,Private room,10,0.25,0,-73.94242,40.68692
59,1,13125944,Manhattan,Private room,1,0.02,0,-73.98825,40.7653
200,3,8200984,Brooklyn,Entire home/apt,4,0.1,0,-73.97835,40.67764
85,5,22551065,Manhattan,Private room,1,0.03,0,-73.98393,40.71931
158,1,55601638,Queens,Entire home/apt,1,0.03,0,-73.9537,40.74493
57,1,697442,Brooklyn,Private room,206,5.2,89,-73.94681,40.64885
138,1,18002193,Manhattan,Entire home/apt,20,0.5,265,-73.99052,40.76035
90,2,60990988,Manhattan,Entire home/apt,198,4.87,39,-73.95415,40.81032
125,2,3483450,Brooklyn,Entire home/apt,40,0.99,354,-73.91365,40.68174
999,2,42619297,Brooklyn,Entire home/apt,94,2.85,361,-73.9723,40.69413
225,2,39226206,Manhattan,Entire home/apt,4,0.1,0,-73.94584,40.79504
150,5,10558652,Manhattan,Private room,37,0.91,0,-73.99692,40.71351
150,1,61003876,Manhattan,Entire home/apt,3,0.1,0,-73.95357,40.77505
140,1,56043282,Manhattan,Entire home/apt,8,0.2,0,-73.98025,40.77872
40,3,60126047,Queens,Private room,11,0.33,318,-73.79829,40.67667
110,1,10307134,Manhattan,Private room,48,1.8,67,-74.00012,40.74118
150,1,52997121,Queens,Entire home/apt,257,7.38,80,-73.78244,40.6756
115,2,60687546,Brooklyn,Entire home/apt,44,1.11,126,-73.95205,40.66258
190,1,11523568,Manhattan,Entire home/apt,25,0.67,158,-74.00557,40.72983
60,2,10929225,Queens,Private room,2,0.05,0,-73.91932,40.71112
90,2,1253313,Queens,Entire home/apt,28,0.7,0,-73.92117,40.76964
115,3,1432593,Brooklyn,Entire home/apt,33,0.89,20,-73.92055,40.70024
135,1,11764237,Manhattan,Entire home/apt,1,0.03,0,-73.97505,40.74342
148,5,61175876,Brooklyn,Entire home/apt,77,1.96,275,-73.92248,40.69531
95,1,3867,Manhattan,Private room,80,2.0,49,-73.99758,40.7138
50,1,60346942,Brooklyn,Private room,192,4.72,189,-73.94266,40.69287
79,4,61175876,Brooklyn,Entire home/apt,97,2.42,250,-73.92249,40.69549
50,6,59075666,Brooklyn,Private room,11,0.27,0,-73.93367,40.70395
40,3,61229318,Manhattan,Private room,1,0.02,0,-73.95961,40.81045
135,5,130023,Brooklyn,Entire home/apt,63,1.6,281,-73.93267,40.68165
299,4,5099080,Manhattan,Entire home/apt,7,0.19,0,-73.96156,40.79795
79,1,27125291,Manhattan,Private room,4,0.1,0,-73.96141,40.79908
295,4,17862696,Brooklyn,Entire home/apt,2,0.07,326,-73.99247,40.6717
140,4,51528392,Brooklyn,Entire home/apt,130,3.23,30,-73.94612,40.67169
250,2,16899697,Manhattan,Private room,2,0.07,0,-73.98362,40.71854
65,1,7982432,Queens,Private room,1,0.03,0,-73.93959,40.76485
50,3,13031745,Brooklyn,Private room,3,0.07,0,-73.94071,40.70878
80,2,14933972,Brooklyn,Private room,77,1.91,12,-73.93586,40.68023
69,3,28369674,Brooklyn,Private room,66,1.9,91,-73.93444,40.70357
75,2,61420312,Manhattan,Private room,25,1.04,271,-73.99566,40.71222
125,5,12352188,Brooklyn,Entire home/apt,8,0.2,0,-73.98999,40.68792
97,3,56372211,Manhattan,Private room,120,3.04,18,-73.97995,40.73737
229,3,1143620,Manhattan,Entire home/apt,1,0.02,0,-73.97724,40.74742
175,1,1265437,Manhattan,Entire home/apt,57,1.41,273,-73.99228,40.75573
63,7,4829797,Brooklyn,Private room,1,0.02,0,-73.94749,40.70589
45,1,37312959,Queens,Private room,412,10.19,159,-73.87559,40.77107
50,1,51446803,Manhattan,Shared room,67,1.65,216,-73.94475,40.83122
62,1,55468128,Brooklyn,Private room,208,5.28,260,-73.98222,40.65959
90,1,58234433,Queens,Private room,36,0.99,346,-73.91923,40.7364
99,2,23607758,Brooklyn,Private room,46,1.15,66,-73.99525,40.68874
120,1,2666654,Queens,Entire home/apt,268,6.78,139,-73.90781,40.77536
100,1,1172202,Queens,Private room,107,2.67,32,-73.90932,40.77123
32,1,43128266,Manhattan,Shared room,32,0.83,332,-73.94,40.83463
80,2,61601216,Manhattan,Private room,11,0.31,0,-73.95705,40.7687
90,3,4383413,Brooklyn,Entire home/apt,5,0.14,0,-73.94693,40.64583
65,4,61382075,Manhattan,Private room,2,0.05,0,-73.94064,40.84398
49,6,4187747,Bronx,Private room,2,0.05,340,-73.90639,40.9008
380,3,22686950,Brooklyn,Entire home/apt,75,1.94,290,-73.93518,40.69868
100,3,524597,Manhattan,Entire home/apt,2,0.06,0,-73.93585,40.8481
66,1,2375701,Brooklyn,Private room,1,0.02,0,-73.95568,40.7307
285,1,1709718,Manhattan,Private room,32,1.39,365,-73.97769,40.76453
46,1,34220831,Manhattan,Private room,2,0.05,0,-73.96166,40.81377
275,2,61719199,Manhattan,Entire home/apt,4,0.1,0,-73.98568,40.73955
250,1,254650,Manhattan,Entire home/apt,1,0.03,0,-73.95308,40.80306
200,4,2483628,Brooklyn,Entire home/apt,50,1.24,50,-73.9653,40.713
175,2,2422648,Brooklyn,Entire home/apt,15,0.39,4,-73.96492,40.68112
140,1,61800014,Manhattan,Entire home/apt,144,3.63,98,-73.98493,40.72093
55,1,61804662,Queens,Private room,126,3.13,180,-73.81633,40.76049
95,7,3927655,Manhattan,Entire home/apt,1,0.02,0,-73.93706,40.83441
150,3,1479763,Brooklyn,Entire home/apt,7,0.18,0,-73.94211,40.71228
150,3,282655,Brooklyn,Entire home/apt,125,3.32,264,-73.96969,40.64841
190,2,10575779,Queens,Entire home/apt,1,0.03,0,-73.91762,40.7588
106,7,61842904,Brooklyn,Entire home/apt,7,0.18,26,-73.96251,40.67727
190,2,6392776,Brooklyn,Entire home/apt,181,4.51,229,-73.94354,40.71762
150,5,17548437,Bronx,Entire home/apt,58,1.45,37,-73.91938,40.8183
119,5,61863502,Manhattan,Entire home/apt,1,0.03,0,-73.94862,40.77933
62,1,60346942,Brooklyn,Private room,244,6.02,189,-73.94345,40.69165
99,1,21382844,Manhattan,Private room,5,0.16,0,-73.98128,40.73458
34,2,52347885,Brooklyn,Private room,91,3.1,78,-73.92181,40.63052
129,4,24856724,Manhattan,Entire home/apt,78,2.07,26,-73.98911,40.72005
205,3,60500199,Manhattan,Entire home/apt,71,1.76,331,-73.94243,40.80797
85,2,61945871,Queens,Private room,15,0.38,330,-73.81652,40.58587
186,2,61972032,Manhattan,Entire home/apt,169,4.17,0,-73.98322,40.7318
200,2,4992559,Brooklyn,Entire home/apt,12,0.31,0,-73.97484,40.67821
290,2,34564001,Manhattan,Entire home/apt,62,1.53,19,-73.98986,40.74866
120,2,62001039,Queens,Entire home/apt,4,0.1,0,-73.84173,40.72227
95,1,56714504,Bronx,Entire home/apt,227,5.65,16,-73.78414,40.85139
120,7,1534857,Manhattan,Entire home/apt,1,0.03,0,-73.98995,40.71674
165,1,62014546,Manhattan,Entire home/apt,141,3.54,262,-73.94904,40.77654
180,2,8756821,Manhattan,Entire home/apt,10,0.25,0,-73.99091,40.71555
85,2,61553719,Brooklyn,Entire home/apt,39,0.98,190,-73.94469,40.68205
145,2,13305499,Manhattan,Entire home/apt,3,0.07,0,-73.98372,40.72025
29,2,116382,Brooklyn,Private room,142,3.54,0,-73.94088,40.67031
120,1,3792156,Brooklyn,Entire home/apt,6,0.16,0,-73.95203,40.68795
70,7,22808020,Brooklyn,Entire home/apt,1,0.03,0,-73.91882,40.69473
115,2,12010675,Brooklyn,Entire home/apt,4,0.11,0,-74.00347,40.64997
225,2,62130666,Brooklyn,Entire home/apt,110,2.74,124,-73.94854,40.70998
45,2,16234492,Bronx,Private room,6,0.15,0,-73.86193,40.82442
119,1,33214549,Manhattan,Private room,1,0.42,0,-73.98406,40.72573
150,5,1640615,Brooklyn,Entire home/apt,1,0.03,0,-73.93478,40.68353
120,5,62192916,Manhattan,Entire home/apt,20,0.5,34,-73.98991,40.77609
45,1,14898658,Brooklyn,Private room,108,2.68,23,-73.98042,40.64188
110,1,39149459,Manhattan,Entire home/apt,1,0.03,0,-73.98748,40.72428
250,7,1486872,Brooklyn,Entire home/apt,5,0.15,1,-73.9904,40.67061
300,5,10078038,Brooklyn,Entire home/apt,46,1.18,29,-73.95189,40.71765
45,5,17156658,Queens,Private room,50,1.27,145,-73.90852,40.76207
70,1,23902914,Manhattan,Entire home/apt,144,3.55,49,-73.98445,40.73082
45,7,62298504,Brooklyn,Private room,2,0.05,0,-73.9515,40.7258
81,1,18562674,Manhattan,Private room,102,2.7,90,-73.94461,40.8284
190,2,62320186,Manhattan,Entire home/apt,46,1.17,323,-73.94628,40.81327
225,5,59625377,Manhattan,Entire home/apt,24,0.96,42,-73.99265,40.75705
125,2,62359474,Manhattan,Entire home/apt,104,2.63,5,-73.99304,40.75926
95,3,10620222,Queens,Entire home/apt,1,0.03,0,-73.92046,40.76711
62,2,1700752,Queens,Entire home/apt,1,0.29,0,-73.87508,40.74297
495,5,292522,Brooklyn,Entire home/apt,10,0.27,21,-73.97347,40.69014
130,3,5362257,Manhattan,Entire home/apt,74,1.87,16,-73.94288,40.8249
80,5,18466740,Brooklyn,Private room,7,0.18,300,-73.93066,40.69862
89,1,11544181,Brooklyn,Private room,199,5.07,114,-73.94124,40.72522
140,1,25116430,Manhattan,Entire home/apt,183,4.56,63,-73.95263,40.77559
85,5,24458604,Brooklyn,Entire home/apt,2,0.07,0,-73.96464,40.71813
625,5,62466366,Manhattan,Entire home/apt,12,0.47,130,-74.00789,40.73405
100,2,19962052,Manhattan,Private room,33,0.82,44,-73.98028,40.73586
176,5,19285185,Brooklyn,Entire home/apt,12,0.31,236,-73.96201,40.69388
175,1,8208493,Manhattan,Entire home/apt,179,5.71,116,-73.98872,40.76235
75,5,25059970,Staten Island,Entire home/apt,81,2.04,155,-74.07373,40.62375
99,1,62535444,Brooklyn,Entire home/apt,88,2.22,364,-73.95388,40.57891
49,1,50199714,Brooklyn,Private room,86,2.16,4,-73.94247,40.672
140,2,62542300,Brooklyn,Private room,141,3.63,268,-73.98773,40.66736
148,4,8488826,Manhattan,Entire home/apt,5,0.13,0,-73.98336,40.72941
225,3,3150538,Manhattan,Entire home/apt,25,0.63,0,-73.95259,40.82066
70,3,62588398,Manhattan,Private room,54,1.36,40,-73.9346,40.79945
59,1,17638424,Queens,Private room,75,1.87,106,-73.87496,40.74517
100,1,15265556,Manhattan,Entire home/apt,3,0.07,0,-73.98717,40.72547
199,3,60081723,Manhattan,Entire home/apt,157,3.95,215,-73.99285,40.76226
35,3,116382,Brooklyn,Private room,165,4.09,272,-73.94209,40.66898
95,3,6598000,Brooklyn,Entire home/apt,9,0.23,0,-73.94882,40.66156
60,2,13750728,Bronx,Private room,63,1.68,336,-73.90858,40.81778
200,4,40219037,Manhattan,Entire home/apt,107,2.73,203,-73.99439,40.76452
200,3,46778061,Manhattan,Entire home/apt,43,1.08,14,-73.97703,40.77826
50,7,62557719,Manhattan,Private room,21,0.55,363,-73.94489,40.83155
102,2,37055110,Manhattan,Private room,29,0.76,178,-73.94118,40.84443
152,1,46583440,Manhattan,Entire home/apt,1,0.03,0,-73.99496,40.73573
490,7,672573,Brooklyn,Entire home/apt,1,0.03,0,-73.99893,40.68706
250,1,29244447,Manhattan,Entire home/apt,1,0.02,0,-73.98079,40.74773
450,7,4284154,Manhattan,Entire home/apt,6,0.17,229,-73.95469,40.8014
98,4,62787599,Brooklyn,Entire home/apt,15,0.49,341,-73.94924,40.65799
50,5,23269511,Queens,Private room,1,0.03,0,-73.91175,40.76792
109,4,62787599,Brooklyn,Entire home/apt,25,0.65,324,-73.94791,40.65842
145,4,1850179,Brooklyn,Entire home/apt,18,0.49,0,-73.94466,40.68265
165,4,1039519,Brooklyn,Entire home/apt,5,0.13,0,-73.9531,40.68407
65,1,26865924,Brooklyn,Private room,1,0.03,0,-73.93569,40.67228
130,2,33547829,Manhattan,Entire home/apt,118,2.93,226,-73.96424,40.75561
120,1,28551360,Manhattan,Entire home/apt,11,0.3,0,-73.95332,40.78226
200,2,62852022,Brooklyn,Entire home/apt,9,0.24,0,-73.98822,40.66485
400,3,62852828,Manhattan,Entire home/apt,2,0.06,88,-73.95265,40.82443
250,1,1162642,Manhattan,Private room,2,0.05,0,-73.99481,40.72295
65,1,62939516,Queens,Private room,5,0.13,0,-73.93215,40.76079
43,1,17638424,Queens,Private room,105,2.61,140,-73.87376,40.74624
154,3,62971703,Manhattan,Entire home/apt,78,1.95,17,-73.97707,40.78484
135,2,62974212,Brooklyn,Entire home/apt,10,0.26,88,-73.92067,40.69931
86,2,62978797,Queens,Private room,4,0.15,365,-73.90199,40.75631
85,2,19633984,Brooklyn,Private room,61,1.57,0,-74.00121,40.68912
80,3,4348515,Queens,Entire home/apt,68,1.79,334,-73.87912,40.76969
70,2,50556869,Brooklyn,Private room,2,0.05,0,-73.91906,40.68738
100,1,3716130,Manhattan,Entire home/apt,7,0.18,0,-73.9478,40.82325
130,5,16058022,Manhattan,Entire home/apt,1,0.03,0,-73.98041,40.73755
139,2,63006814,Brooklyn,Entire home/apt,67,1.7,75,-73.94994,40.66429
35,1,62915940,Brooklyn,Private room,9,0.24,0,-74.00445,40.6311
100,7,9946550,Brooklyn,Entire home/apt,1,0.03,0,-73.98847,40.66432
275,2,62829649,Manhattan,Entire home/apt,136,3.4,170,-73.9895,40.74341
135,2,45526701,Brooklyn,Entire home/apt,22,1.68,92,-73.95172,40.67237
165,1,63097249,Brooklyn,Entire home/apt,19,0.8,0,-73.95081,40.66146
110,1,29936265,Manhattan,Entire home/apt,2,0.05,0,-74.01616,40.70544
70,2,23994508,Manhattan,Private room,169,4.27,38,-73.94764,40.79533
140,2,9532490,Manhattan,Entire home/apt,4,0.1,0,-73.9886,40.73065
115,2,5245797,Brooklyn,Entire home/apt,5,0.13,0,-73.97197,40.64225
74,2,39476438,Manhattan,Private room,3,0.08,363,-73.93885,40.81616
175,4,63157598,Brooklyn,Entire home/apt,6,0.16,157,-73.94007,40.70807
275,5,14363695,Manhattan,Entire home/apt,1,0.03,0,-73.98064,40.72852
110,3,42308954,Queens,Entire home/apt,6,0.16,0,-73.91866,40.74156
69,1,40068602,Manhattan,Private room,1,0.02,0,-73.97993,40.72099
50,1,26867230,Brooklyn,Private room,3,0.07,0,-73.98268,40.69796
85,6,12440590,Brooklyn,Private room,12,0.3,0,-73.95428,40.71079
133,3,43174657,Manhattan,Entire home/apt,3,0.08,0,-73.98524,40.73062
79,1,988788,Manhattan,Private room,1,0.03,0,-73.99033,40.76362
80,1,63256824,Bronx,Entire home/apt,2,0.05,0,-73.88254,40.87925
159,3,10002513,Brooklyn,Entire home/apt,3,0.08,0,-73.97974,40.68125
140,1,63269523,Manhattan,Entire home/apt,1,0.02,0,-73.98281,40.72804
250,2,1633721,Manhattan,Entire home/apt,23,0.58,0,-74.00549,40.73354
135,1,47351539,Brooklyn,Entire home/apt,193,4.87,270,-73.93966,40.65146
75,1,50032395,Manhattan,Private room,1,0.03,188,-73.96626,40.80029
195,1,63294576,Manhattan,Entire home/apt,3,0.08,0,-73.98108,40.77248
99,3,3803638,Brooklyn,Entire home/apt,35,0.9,39,-73.95917,40.69178
65,3,18221107,Manhattan,Private room,36,0.9,249,-73.92724,40.86087
245,2,17782625,Brooklyn,Entire home/apt,3,0.08,0,-73.98418,40.70211
150,4,1414412,Manhattan,Entire home/apt,17,0.43,26,-73.95619,40.77384
55,1,35211977,Brooklyn,Private room,1,0.03,0,-73.92375,40.70578
650,5,63407204,Manhattan,Entire home/apt,42,1.07,335,-73.98982,40.73987
50,1,60617592,Queens,Private room,1,0.02,0,-73.91377,40.76487
81,2,63291733,Brooklyn,Entire home/apt,43,1.18,309,-73.88814,40.63672
92,5,39476438,Manhattan,Entire home/apt,4,0.11,0,-73.93937,40.81487
105,1,20348541,Manhattan,Private room,14,0.36,0,-74.00392,40.73146
89,4,10750483,Manhattan,Private room,1,0.16,365,-73.9325,40.79556
348,2,30733725,Brooklyn,Entire home/apt,1,0.03,0,-73.95785,40.71283
168,2,3752523,Brooklyn,Entire home/apt,63,1.66,344,-73.94287,40.66952
65,1,40883799,Brooklyn,Private room,52,1.7,179,-73.92165,40.70518
175,4,63499716,Manhattan,Entire home/apt,130,3.33,53,-73.94976,40.80678
100,4,3577509,Brooklyn,Entire home/apt,113,2.87,287,-73.93504,40.69175
119,3,63506844,Brooklyn,Entire home/apt,121,3.38,280,-73.9654,40.63397
105,4,4323335,Brooklyn,Entire home/apt,22,0.67,11,-73.94629,40.686
290,2,4392739,Manhattan,Entire home/apt,69,1.73,99,-74.01035,40.72671
65,4,174570,Brooklyn,Entire home/apt,1,0.03,0,-73.95913,40.67807
160,3,9143200,Manhattan,Entire home/apt,2,0.05,0,-73.97173,40.79466
45,1,63560790,Queens,Shared room,17,0.72,365,-73.8304,40.70375
595,5,62316222,Manhattan,Entire home/apt,51,1.29,347,-73.99957,40.72064
60,3,63623329,Brooklyn,Private room,5,0.13,0,-73.95128,40.67832
